user_agent;uv;pv;pv_per_uv
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; gt-s5830i build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";1693;35978;21.25
"mozilla/5.0 (linux; u; android 4.2.2; zh-cn; hm note 1td build/jdq39) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";1692;70429;41.62
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201";1685;20657;12.26
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2 build/jro03l) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";1683;45067;26.78
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2s build/jro03l) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.7.8.425 u3/0.8.0 mobile safari/533.1";1683;54479;32.37
"mozilla/5.0 (iphone; cpu iphone os 5_1_1 like mac os x) applewebkit/534.46 (khtml, like gecko) version/5.1 mobile/9b206 safari/7534.48.3";1682;27677;16.45
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201";1681;23178;13.79
"opera/9.80 (android; opera mini/7.8.35426/34.1571; u; zh) presto/2.8.119 version/11.10";1673;54016;32.29
"mozilla/5.0 (iphone; cpu iphone os 6_0 like mac os x) applewebkit/536.26 (khtml, like gecko) version/6.0 mobile/10a403 safari/8536.25";1671;6975;4.17
"mozilla/5.0 (iphone; cpu iphone os 6_0 like mac os x) applewebkit/536.26 (khtml, like gecko) version/6.0 mobile/10a403 safari/8536.25";1669;8132;4.87
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201 qq/4.7.1.474";1665;12640;7.59
"mozilla/5.0 (linux; u; android 4.0.3; zh-cn; oppox907 build/iml74k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";1665;20583;12.36
"mozilla/5.0 (linux; u; android 4.0.3; zh-cn; oppox907 build/iml74k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";1664;22572;13.56
"mozilla/5.0 (iphone; cpu iphone os 7_0_6 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11b651 safari/9537.53";1657;26302;15.87
"mozilla/5.0 (linux; u; android; en-us) applewebkit/999+ (khtml, like gecko) safari/999.9";1653;3510;2.12
"mozilla/5.0 (iphone; cpu iphone os 6_0 like mac os x) applewebkit/536.26 (khtml, like gecko) version/6.0 mobile/10a403 safari/8536.25";1653;8161;4.94
"mqqbrowser/3.6 (nokia5233;symbianos/9.1 series60/3.0)";1649;16539;10.03
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2 build/jro03l) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";1648;42147;25.57
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; 2013022 build/hm2013022) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.8.0.435 u3/0.8.0 mobile safari/533.1";1645;56716;34.48
"mozilla/5.0 (linux; u; android 4.0.3; zh-cn; oppox907 build/iml74k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";1642;20559;12.52
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; 2013022 build/hm2013022) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.8.0.435 u3/0.8.0 mobile safari/533.1";1640;63956;39.00
"mozilla/5.0 (iphone; cpu iphone os 6_0 like mac os x) applewebkit/536.26 (khtml, like gecko) version/6.0 mobile/10a403 safari/8536.25";1638;7065;4.31
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; gt-s5830i build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";1636;34851;21.30
"mozilla/5.0 (iphone; cpu iphone os 7_0_6 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11b651 safari/9537.53";1634;24950;15.27
"opera/9.80 (android; opera mini/7.8.35426/34.1571; u; zh) presto/2.8.119 version/11.10";1632;50600;31.00
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; gt-s5830i build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";1629;31994;19.64
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201 qq/4.7.1.474";1629;12612;7.74
"mozilla/5.0 (linux; u; android 4.0.3; zh-cn; oppox907 build/iml74k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";1626;22006;13.53
"mozilla/5.0 (iphone; cpu iphone os 7_0_6 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11b651 safari/9537.53";1624;27311;16.82
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201 qq/4.7.1.474";1623;11978;7.38
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201 qq/4.7.1.474";1621;12870;7.94
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201";1618;23224;14.35
"mqqbrowser/3.6 (nokia5230;symbianos/9.1 series60/3.0)";1618;11197;6.92
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2 build/jro03l) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";1617;42829;26.49
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2 build/jro03l) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";1615;41290;25.57
"mozilla/5.0 (linux; u; android 4.0.3; zh-cn; oppox907 build/iml74k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";1613;18001;11.16
"mozilla/5.0 (iphone; cpu iphone os 6_0 like mac os x) applewebkit/536.26 (khtml, like gecko) version/6.0 mobile/10a403 safari/8536.25";1613;6661;4.13
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201";1611;23251;14.43
"mozilla/5.0 (linux; u; android 2.3.4; zh-cn; gt-n7000 build/grj22) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1; 360browser(securitypay,securityinstalled); 360(android,uppayplugin); 360 aphone browser (5.4.1)";1610;4526;2.81
"mozilla/5.0 (iphone 4s; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) version/6.0 mqqbrowser/5.1.1 mobile/11d201 safari/8536.25";1607;35724;22.23
"mozilla/5.0 (linux; u; android 4.0.3; zh-cn; oppox907 build/iml74k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";1607;20537;12.78
"mozilla/5.0 (iphone; cpu iphone os 6_0 like mac os x) applewebkit/536.26 (khtml, like gecko) version/6.0 mobile/10a403 safari/8536.25";1607;8843;5.50
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; gt-i9300 build/imm76d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";1603;5598;3.49
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201";1600;21248;13.28
"mozilla/5.0 (iphone 5sglobal; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) version/6.0 mqqbrowser/5.1.1 mobile/11d201 safari/8536.25";1600;26924;16.83
"opera/9.80 (android; opera mini/7.8.35426/34.1571; u; zh) presto/2.8.119 version/11.10";1599;52427;32.79
"mozilla/5.0 (iphone; cpu iphone os 5_1_1 like mac os x) applewebkit/534.46 (khtml, like gecko) version/5.1 mobile/9b206 safari/7534.48.3";1596;26377;16.53
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; zte u819 build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30; 360browser(securitypay,securityinstalled); 360(android,uppayplugin); 360 aphone browser (5.4.1)";1595;3371;2.11
"mozilla/5.0 (iphone 4s; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) version/6.0 mqqbrowser/5.1.1 mobile/11d201 safari/8536.25";1591;38271;24.05
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2a build/jro03l) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";1591;35393;22.25
"mozilla/5.0 (iphone; cpu iphone os 5_1_1 like mac os x) applewebkit/534.46 (khtml, like gecko) version/5.1 mobile/9b206 safari/7534.48.3";1590;23416;14.73
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2 build/jro03l) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";1589;49068;30.88
"mozilla/5.0 (iphone 5sglobal; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) version/6.0 mqqbrowser/5.1.1 mobile/11d201 safari/8536.25";1588;26132;16.46
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2s build/jro03l) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.7.9.439 u3/0.8.0 mobile safari/533.1";1588;49342;31.07
"mozilla/5.0 (iphone; cpu iphone os 6_0 like mac os x) applewebkit/536.26 (khtml, like gecko) version/6.0 mobile/10a403 safari/8536.25";1586;6077;3.83
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2 build/jro03l) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";1585;42081;26.55
"mozilla/5.0 (iphone; cpu iphone os 7_0_6 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11b651 safari/9537.53";1585;24806;15.65
"qqbrowser (linux; u; zh-cn; htc hero build/frf91)";1584;27680;17.47
"mozilla/5.0 (iphone; cpu iphone os 7_0_6 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11b651 safari/9537.53";1584;27686;17.48
"mozilla/5.0 (linux; u; android 4.2.2; zh-cn; hm note 1td build/jdq39) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";1584;65940;41.63
"mozilla/5.0 (iphone; cpu iphone os 7_0_6 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11b651 safari/9537.53";1583;27306;17.25
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; zte u819 build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30; 360browser(securitypay,securityinstalled); 360(android,uppayplugin); 360 aphone browser (5.4.1)";1583;3581;2.26
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; 2013022 build/hm2013022) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.8.0.435 u3/0.8.0 mobile safari/533.1";1582;60804;38.43
"mozilla/5.0 (linux; u; android 4.0.3; zh-cn; oppox907 build/iml74k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";1580;18501;11.71
"mozilla/5.0 (linux; u; android 4.0.3; zh-cn; oppox907 build/iml74k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";1580;18176;11.50
"mozilla/5.0 (iphone; cpu iphone os 7_0_6 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11b651 safari/9537.53";1578;24726;15.67
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2 build/jro03l) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";1576;46482;29.49
"mozilla/5.0 (iphone; cpu iphone os 6_0 like mac os x) applewebkit/536.26 (khtml, like gecko) version/6.0 mobile/10a403 safari/8536.25";1576;8132;5.16
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; 2013022 build/hm2013022) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.8.0.435 u3/0.8.0 mobile safari/533.1";1575;61698;39.17
"mozilla/5.0 (linux; u; android 4.2.2; zh-cn; hm note 1td build/jdq39) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";1575;67977;43.16
"mozilla/5.0 (iphone 4s; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) version/6.0 mqqbrowser/5.1.1 mobile/11d201 safari/8536.25";1574;40324;25.62
"mozilla/5.0 (linux; u; android 4.2.2; zh-cn; hm note 1td build/jdq39) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";1570;73712;46.95
"dorado wap-browser/1.0.0";1567;13633;8.70
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; 2013022 build/hm2013022) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.8.0.435 u3/0.8.0 mobile safari/533.1";1561;58221;37.30
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201 qq/4.7.1.474";1561;12167;7.79
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2 build/jro03l) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";1560;43157;27.66
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x; zh-cn) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201 ucbrowser/9.6.7.431 mobile";1555;46369;29.82
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; 2013022 build/hm2013022) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.8.0.435 u3/0.8.0 mobile safari/533.1";1554;60090;38.67
"mozilla/5.0 (iphone 4s; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) version/6.0 mqqbrowser/5.1.1 mobile/11d201 safari/8536.25";1553;37194;23.95
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201 micromessenger/5.3";1553;8815;5.68
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201 micromessenger/5.3";1552;9882;6.37
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2s build/jro03l) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.7.8.425 u3/0.8.0 mobile safari/533.1";1551;48675;31.38
"mozilla/5.0 (linux; u; android 4.2.2; zh-cn; hm note 1td build/jdq39) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";1551;67222;43.34
"mozilla/5.0 (linux; u; android 4.0.3; zh-cn; oppox907 build/iml74k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";1549;21341;13.78
"mozilla/5.0 (iphone; cpu iphone os 7_1 like mac os x; zh-cn) applewebkit/537.51.1 (khtml, like gecko) mobile/11d167 ucbrowser/9.6.7.431 mobile";1548;37571;24.27
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; gt-s5830i build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";1548;28323;18.30
"mozilla/5.0 (linux; u; android 4.2.2; zh-cn; hm note 1td build/jdq39) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";1547;65379;42.26
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2 build/jro03l) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";1547;38952;25.18
"mozilla/5.0 (linux; u; android 4.0.3; zh-cn; oppox907 build/iml74k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";1546;22627;14.64
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201 micromessenger/5.3";1543;11665;7.56
"mozilla/5.0 (iphone; cpu iphone os 6_0 like mac os x) applewebkit/536.26 (khtml, like gecko) version/6.0 mobile/10a403 safari/8536.25";1542;6740;4.37
"mozilla/5.0 (iphone; cpu iphone os 7_0_6 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11b651 safari/9537.53";1542;25997;16.86
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2s build/jro03l) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.8.0.435 u3/0.8.0 mobile safari/533.1";1541;47093;30.56
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201";1540;23084;14.99
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201 qq/4.7.1.474";1539;12467;8.10
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2 build/jro03l) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";1539;43104;28.01
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201 qq/4.7.1.474";1536;10268;6.68
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201";1534;22126;14.42
"mozilla/5.0 (linux; u; android 4.0.3; zh-cn; oppox907 build/iml74k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";1534;19059;12.42
"mozilla/5.0 (ipad; cpu os 7_1_1 like mac os x) applewebkit/534.46 (khtml, like gecko) baiduhd/2.5.5 mobile/10a406 safari/8536.25";1531;52129;34.05
"mozilla/5.0 (iphone; u; cpu iphone os 4_3_3 like mac os x; zh-cn) applewebkit/533.17.9 (khtml, like gecko) version/5.0.2 mobile/8j2 safari/6533.18.5";1530;6686;4.37
"mozilla/5.0 (iphone 4s; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) version/6.0 mqqbrowser/5.1.1 mobile/11d201 safari/8536.25";1530;38180;24.95
"e63/symbianos/9.1 series60/3.0";1527;16222;10.62
"mozilla/5.0 (ipad; cpu os 7_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) version/7.0 mobile/11d167 safari/9537.53";1521;28123;18.49
"mozilla/5.0 (iphone; u; cpu iphone os 4_3_3 like mac os x; zh-cn) applewebkit/533.17.9 (khtml, like gecko) version/5.0.2 mobile/8j2 safari/6533.18.5";1515;4693;3.10
"mozilla/5.0 (iphone; cpu iphone os 7_0_6 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11b651 safari/9537.53";1514;23576;15.57
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; gt-i9300 build/imm76d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";1514;5279;3.49
"mozilla/5.0 (iphone; cpu iphone os 7_0_6 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11b651 safari/9537.53";1514;23312;15.40
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x; zh-cn) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201 ucbrowser/9.6.7.431 mobile";1509;47126;31.23
"mozilla/5.0 (linux; u; android 4.0.3; zh-cn; oppox907 build/iml74k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";1507;20013;13.28
"mozilla/5.0 (iphone; cpu iphone os 7_0_4 like mac os x; zh-cn) applewebkit/537.51.1 (khtml, like gecko) mobile/11b554a ucbrowser/9.6.7.431 mobile";1507;39594;26.27
"mozilla/5.0 (iphone; cpu iphone os 7_1 like mac os x; zh-cn) applewebkit/537.51.1 (khtml, like gecko) mobile/11d167 ucbrowser/9.6.7.431 mobile";1503;39038;25.97
"mozilla/5.0 (iphone; cpu iphone os 5_1_1 like mac os x) applewebkit/534.46 (khtml, like gecko) mobile/9b206";1502;40491;26.96
"mozilla/5.0 (iphone; cpu iphone os 7_0_6 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11b651 safari/9537.53";1501;23338;15.55
"nokia6120c/3.83; profile/midp-2.0 configuration/cldc-1.1";1496;14107;9.43
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2 build/jro03l) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";1494;44427;29.74
"mozilla/5.0 (iphone; u; cpu iphone os 4_3_3 like mac os x; zh-cn) applewebkit/533.17.9 (khtml, like gecko) version/5.0.2 mobile/8j2 safari/6533.18.5";1494;4161;2.79
"mozilla/5.0 (iphone 5sglobal; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) version/6.0 mqqbrowser/5.1.1 mobile/11d201 safari/8536.25";1493;22272;14.92
"mozilla/5.0 (iphone; cpu iphone os 6_0 like mac os x) applewebkit/536.26 (khtml, like gecko) version/6.0 mobile/10a403 safari/8536.25";1493;7752;5.19
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201 qq/4.7.1.474";1491;10514;7.05
"mozilla/5.0 (iphone; cpu iphone os 7_1 like mac os x; zh-cn) applewebkit/537.51.1 (khtml, like gecko) mobile/11d167 ucbrowser/9.6.7.431 mobile";1491;37952;25.45
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; gt-s5830i build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";1488;39230;26.36
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; gt-i9300 build/imm76d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";1487;5551;3.73
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2 build/jro03l) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";1486;43091;29.00
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; gt-s5830i build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";1486;29039;19.54
"mozilla/5.0 (ipad; cpu os 7_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) version/7.0 mobile/11d167 safari/9537.53";1485;33346;22.46
"lenovo-a308t_td/s100 linux/3.4.5 android/2.3.6 release/03.26.2013 browser/applewebkit533.1 mobile safari/533.1";1485;37800;25.45
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2 build/jro03l) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";1483;44702;30.14
"mozilla/5.0 (iphone 5sglobal; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) version/6.0 mqqbrowser/5.1.1 mobile/11d201 safari/8536.25";1482;25810;17.42
"mozilla/5.0 (iphone; cpu iphone os 6_0_1 like mac os x) applewebkit/536.26 (khtml, like gecko) mobile/10a523";1480;10726;7.25
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2 build/jro03l) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";1479;39135;26.46
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201 micromessenger/5.3";1474;9694;6.58
"mozilla/5.0 (iphone; cpu iphone os 6_0_1 like mac os x) applewebkit/536.26 (khtml, like gecko) mobile/10a523";1473;11150;7.57
"maui browser";1473;3226;2.19
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201 micromessenger/5.3";1472;12173;8.27
